UniProtKB/Swiss-Prot ID	Gene name	Gene stable ID
P46971	PMT4	YJR143C
P32473	PDB1	YBR221C
P36160	RPF2	YKR081C
P36129	OPI8	YKR035C
P53856		YNL235C
Q05635	RNH202	YDR279W
P39998	EDC3	YEL015W
P22768	ARG1	YOL058W
P53246	ENV11	YGR071C
P53745	MNT4	YNR059W
P38201		YBL029W
Q07887	LDB18	YLL049W
P32559	MSS1	YMR023C
P53321		YGR259C
P35202	THI80	YOR143C
P52489	PYK2	YOR347C
Q06417	TDA5	YLR426W
Q03533	TDA1	YMR291W
P34244	HSL1	YKL101W
P07256	COR1	YBL045C
Q08295	IMA2	YOL157C
Q07845	GRC3	YLL035W
P32323	AGA1	YNR044W
Q12287	COX17	YLL009C
P43600	CSS2	YFR020W
P15179	MSD1	YPL104W
Q08225		YOL057W
Q07986		YLR036C
P04801	THS1	YIL078W
Q04212	ARA2	YMR041C
P53238	PEF1	YGR058W
P10355	PET122	YER153C
P33892	GCN1	YGL195W
A0A023PZG5		YER137W-A
P53865	CNM67	YNL225C
P0C5R6		YPR074W-A
Q05040	FAR8	YMR029C
P46680	AIP1	YMR092C
P40071	TMN3	YER113C
P40525	RPL34B	YIL052C
P03874	CBP2	YHL038C
P41833	IME4	YGL192W
P43610	IRC5	YFR038W
P39987	ECM10	YEL030W
Q12354		YLR118C
P39110	CIN4	YMR138W
Q3E842		YMR122W-A
P46679	STB2	YMR053C
P40154	IES2	YNL215W
P0CX95		YPL283W-B
P0CX96		YPL283W-B
P0CX98		YPL283W-B
P0CX94		YPL283W-B
P0CX97		YPL283W-B
P54791	ORC4	YPR162C
A0A023PXF2		YHR071C-A
Q02648	TRM44	YPL030W
P40056	GET2	YER083C
Q05637	PHM6	YDR281C
P38801	LRP1	YHR081W
P47190	PMT3	YOR321W
P22137	CHC1	YGL206C
P53045	ERG25	YGR060W
P0C5B8		YHL050W-A
Q3E838		YFR012W-A
Q12169		YOR015W
P38739	WSC4	YHL028W
P40573	MET28	YIR017C
P0C5L5		YBR191W-A
P20434	RPB5	YBR154C
P24521	ERG8	YMR220W
P53059	MNT2	YGL257C
Q99210		YOR111W
Q04299		YMR087W
Q12151	UPC2	YDR213W
P42836	PFA3	YNL326C
P27344	DPB3	YBR278W
Q08058	COQ10	YOL008W
Q03983	NVJ3	YDR179W-A
P32500	NDC1	YML031W
P33306	BCK2	YER167W
Q8TGP4		YEL032C-A
P20967	KGD1	YIL125W
Q12192	RFM1	YOR279C
Q06682	UBX5	YDR330W
Q04549	ARP10	YDR106W
P0C2H9	RPL31B	YLR406C
Q03210	NGL3	YML118W
Q02206	RSC4	YKR008W
P50945		YNL100W
P47977	TIS11	YLR136C
P46681	DLD2	YDL178W
P39974		YEL073C
P32340	NDI1	YML120C
Q06707	SWC7	YLR385C
P39904	VPS52	YDR484W
Q05863		YLR281C
P47822	SRB7	YDR308C
Q8TGJ0		YOR394C-A
P11076	ARF1	YDL192W
P40009	YND1	YER005W
P38349	UBX7	YBR273C
P38223		YBR032W
P36521	MRPL11	YDL202W
P49956	CTF18	YMR078C
P0C5N4		YHR073C-B
Q08558	DCI1	YOR180C
Q12051	BTS1	YPL069C
P35691	TMA19	YKL056C
P47015	AIM23	YJL131C
P32351		YIL154C
P08153	SWI5	YDR146C
P46990	RPL17B	YJL177W
P0CX40	RPS8B	YER102W
P0CX39	RPS8B	YER102W
P0CX47	RPS11B	YBR048W
P0CX48	RPS11B	YBR048W
P53718	NRM1	YNR009W
P38087	YMC2	YBR104W
P41546	HAC1	YFL031W
P17076	RPL8A	YHL033C
Q8TGK6		YAL067W-A
P38789	SSF1	YHR066W
P25650		YCR085W
P39721	AIM2	YAL049C
P53070	MTO1	YGL236C
Q08224	THI20	YOL055C
P40414	TPM2	YIL138C
P38765	YHI9	YHR029C
Q03783	BUD26	YDR241W
P35997	RPS27A	YKL156W
Q12047		YDL158C
P47103	CPR7	YJR032W
P17255	VMA1	YDL185W
P07249	ARG80	YMR042W
P40031	SPO73	YER046W
P38181	NUP170	YBL079W
P36052		YKL162C
P53283	TPO2	YGR138C
P53208		YGR015C
P47179	DAN4	YJR151C
P38699	STB5	YHR178W
P53752		YNR066C
Q99271	NHA1	YLR138W
P0CL30		YNL339W-A
P0CL31		YNL339W-A
P0CL27		YNL339W-A
P0CL29		YNL339W-A
P0CL28		YNL339W-A
P32350	KNS1	YLL019C
P47095	MDE1	YJR024C
P40204	SMX2	YFL017W-A
P03875	AI1	Q0050
Q8TGP2		YER023C-A
P40467	ASG1	YIL130W
A0A023PZF3		YIL071W-A
P53191	PIB2	YGL023C
P53118	ROG1	YGL144C
Q06892	POS5	YPL188W
P22149	AFT1	YGL071W
P38342	TSC10	YBR265W
Q04806	GTO3	YMR251W
P0CX89		YAR060C
P0CX88		YAR060C
P32449	ARO4	YBR249C
P38626	CBR1	YIL043C
P53842		YNL266W
Q05871	ECI1	YLR284C
A0A023PZE1		YHR063W-A
P40569	GAT4	YIR013C
Q08956	YIG1	YPL201C
P37304	PAM1	YDR251W
P48567	PUS4	YNL292W
P07560	SEC4	YFL005W
P38308	COS111	YBR203W
P38299		YBR184W
Q3E7Z8		YCR024C-B
P33755	NPL4	YBR170C
P20433	RPB4	YJL140W
P49686	NUP42	YDR192C
P53855	ATG2	YNL242W
P38293	UMP1	YBR173C
P07260	CDC33	YOL139C
P53630	BIO4	YNR057C
P34756	FAB1	YFR019W
P38772	BCD1	YHR040W
P43560		YFL042C
P50102	UBP8	YMR223W
P39986	SPF1	YEL031W
Q12458	YPR1	YDR368W
Q3E767		YNL067W-B
Q12349	ATP14	YLR295C
Q3E825		YLR307C-A
P25607		YCR101C
Q3E7A6		YML007C-A
P10174	COX7	YMR256C
P32463	ACP1	YKL192C
P43614	KEG1	YFR042W
P40048	PTP3	YER075C
P40348	RFC2	YJR068W
Q08960	TYW1	YPL207W
Q12482	AGC1	YPR021C
P53890	BNI5	YNL166C
Q12045	VIK1	YPL253C
Q12199	TIP41	YPR040W
P38274	HSL7	YBR133C
P25577		YCL049C
P40312	CYB5	YNL111C
P26785	RPL16B	YNL069C
P40047	ALD5	YER073W
Q03430	RSM28	YDR494W
Q12481	RRP36	YOR287C
P40523		YIL055C
P36023	OAF3	YKR064W
P34243	HCS1	YKL017C
Q04178	HPT1	YDR399W
P38934	BFR1	YOR198C
P05744	RPL33A	YPL143W
P25616	CTO1	YCR015C
Q08428		YOR053W
P29539	RIF1	YBR275C
P19516	COX11	YPL132W
P22696	ESS1	YJR017C
P41816	OYE3	YPL171C
Q12161	PSH1	YOL054W
Q12497	FMP16	YDR070C
P36041	EAP1	YKL204W
P38161		YBL108W
O94086		YLR349W
P17629	HPR1	YDR138W
Q04341	MIX14	YDR031W
P38623	RCK2	YLR248W
P30657	PRE4	YFR050C
Q12508	RMD5	YDR255C
P38878	LNP1	YHR192W
Q3E814		YLL006W-A
Q12351		YOR012W
Q02931	NAN1	YPL126W
P25296	CNB1	YKL190W
Q07381	TSR1	YDL060W
A0A023PZE6		YDR048C
P53250	TWF1	YGR080W
P25303	SCJ1	YMR214W
P26309	CDC20	YGL116W
P25515	VMA3	YEL027W
Q12454	OCA6	YDR067C
Q8TGK5		YBL113W-A
Q02598		YIL014C-A
P08067	RIP1	YEL024W
Q3E7Z0		YNL277W-A
P40526	DFG10	YIL049W
Q04629	SWF1	YDR126W
P38041	BOI1	YBL085W
Q08259		YOL118C
P53222		YGR035C
Q12013	AKR2	YOR034C
Q00381	APS2	YJR058C
Q12160		YPR063C
P46367	ALD4	YOR374W
P53091	MCM6	YGL201C
P25300	BUD5	YCR038C
P34218	SAS3	YBL052C
P26448	BUB2	YMR055C
Q06667	IPK1	YDR315C
Q12440	APC2	YLR127C
P25591	VAC17	YCL063W
P53304	SLI1	YGR212W
P40032	TPA1	YER049W
P53916	TEP1	YNL128W
P32789	ALK2	YBL009W
P25694	CDC48	YDL126C
Q03735	NAB6	YML117W
P30402	URA10	YMR271C
Q12331		YDR262W
P48560	TOS6	YNL300W
P32792	YSC83	YHR017W
P20435	RPO26	YPR187W
Q12308	TFC8	YPL007C
Q07896	NOC3	YLR002C
Q02805	ROD1	YOR018W
P48239	GTO1	YGR154C
P38353	SSH1	YBR283C
P38757	NEM1	YHR004C
P53067	KAP114	YGL241W
P32466	HXT3	YDR345C
P38958	PET100	YDR079W
Q12252	PHM7	YOL084W
P38731	ARN1	YHL040C
Q12506		YOR314W
P38991	IPL1	YPL209C
P00937	TRP3	YKL211C
P53054		YGL262W
P53314	CPD1	YGR247W
P54999	SMX3	YPR182W
P35200	UPS2	YLR168C
P47141	RSM26	YJR101W
P38877	CTF8	YHR191C
P09938	RNR2	YJL026W
P40858	MRPL49	YJL096W
P42934	PMT6	YGR199W
Q05016		YMR226C
P53880		YNL179C
Q12280	IQG1	YPL242C
P87269		YDR433W
Q3E810		YLR342W-A
P38999	LYS9	YNR050C
Q08419		YOR050C
Q8TGU4		YER175W-A
P00854	ATP6	Q0085
Q08914	HSP33	YOR391C
Q08958		YPL205C
P17555	SRV2	YNL138W
P53740		YNR048W
Q07978		YLR031W
P38254	PBY1	YBR094W
P38698	PPX1	YHR201C
P38814	SBE22	YHR103W
P32628	RAD23	YEL037C
P53056		YGL260W
P33328	SNC2	YOR327C
P40081		YER134C
P38337	SHG1	YBR258C
P25345	SLM5	YCR024C
Q08990		YPL278C
P36073		YKL115C
Q08816	TFB6	YOR352W
P34251		YKL107W
Q9ZZW1		Q0182
P15380	PUT4	YOR348C
P43591	YFH7	YFR007W
P25364	HCM1	YCR065W
P29055	SUA7	YPR086W
Q06321	ATG26	YLR189C
P53298	OKP1	YGR179C
P38307	DER1	YBR201W
P07281	RPS19B	YNL302C
O13565		YLR358C
P40059	DOT6	YER088C
P53632	PAP2	YOL115W
Q10740	LAP2	YNL045W
P43539		YFL065C
P49017	COQ5	YML110C
Q06116		YPR117W
Q07589		YDL144C
P0CI66		YHR213W
P0CI67		YHR213W
P32643	TMT1	YER175C
P53205		YGR011W
P62651	ERI1	YPL096C-A
Q06640		YDR306C
A0A023PZG9		YML047W-A
P32916	SRP101	YDR292C
P53918	ESBP6	YNL125C
Q12210		YDL009C
P87280		YDR290W
P38242	ALG14	YBR070C
Q08471	MSA1	YOR066W
P40016	RPN3	YER021W
P33401	PGM1	YKL127W
P25652		YCR087W
P40160	RIO2	YNL207W
P20095	PRP2	YNR011C
P16467	PDC5	YLR134W
P40008	FMP52	YER004W
Q12035	FCF2	YLR051C
Q05648	MRX10	YDR282C
P0C5P5		YKL165C-A
P00724	SUC2	YIL162W
P11075	SEC7	YDR170C
P17122	SPO16	YHR153C
P38691	KSP1	YHR082C
O13586		YPR092W
P38129	TAF5	YBR198C
P19880	YAP1	YML007W
P40486	SHQ1	YIL104C
Q8TGJ4		YLR466C-B
P36141	FMP46	YKR049C
P40508		YIL077C
A0A023PZI4		YHR069C-A
Q03973	HMO1	YDR174W
Q05791	CDC123	YLR215C
P11412	ZWF1	YNL241C
P24783	DBP2	YNL112W
Q07629		YDL218W
Q02908	ELP3	YPL086C
Q07410		YDL062W
P0C5R2		YOR072W-A
P01123	YPT1	YFL038C
Q07351	STP4	YDL048C
P53583	MPA43	YNL249C
P27680	COQ3	YOL096C
P35734	ASK1	YKL052C
P35187	SGS1	YMR190C
O60200	MDM35	YKL053C-A
P34221	PTC3	YBL056W
P07251	ATP1	YBL099W
P38708		YHR020W
P38971	ALP1	YNL270C
P38336	POP4	YBR257W
Q8TGU7	MEO1	YBR126W-A
P38331		YBR242W
P53925		YNL115C
P51402	RPL37B	YDR500C
Q01766	HAL1	YPR005C
P25358		YCR034W
P53136	NSA1	YGL111W
A0A023PYE9		YER087C-A
A0A023PXB5	IRC2	YDR112W
Q12262	MCM16	YPR046W
P23337	GSY1	YFR015C
P39996	GTT3	YEL017W
P32330	DGR2	YKL121W
Q05785	ENT2	YLR206W
P32459	DAL3	YIR032C
P38910	HSP10	YOR020C
P32479	HIR1	YBL008W
P19956	MRPL44	YMR225C
P25580	PBN1	YCL052C
P32048	MSK1	YNL073W
P47183	THI11	YJR156C
P38428	CUE1	YMR264W
P33751	PAD1	YDR538W
Q05779	COQ9	YLR201C
P32526	KAR9	YPL269W
P53247		YGR073C
P32324	EFT1	YOR133W
P14242	PMS1	YNL082W
P04802	DPS1	YLL018C
Q12370	PAU17	YLL025W
P23285	CPR2	YHR057C
P39723	SPC72	YAL047C
P0CX37	RPS6B	YBR181C
P0CX38	RPS6B	YBR181C
P40555	NAS2	YIL007C
P0C271		YNL097C-B
Q3E841	EGO4	YNR034W-A
Q12023		YDL011C
P33748	MSN2	YMR037C
P87285		YDR355C
P25349	YCP4	YCR004C
P18634	ART10	YLR392C
P38741	RIM4	YHL024W
Q8TGK9		YPL135C-A
Q06096	COG4	YPR105C
P35736		YKL050C
Q06632	CFT1	YDR301W
P18562	FUR1	YHR128W
Q04031	RRP17	YDR412W
P22108	APA2	YDR530C
P40065	MAM1	YER106W
P53828		YNL296W
P11978	SIR4	YDR227W
P0C074	YSF3	YNL138W-A
P22353	MRPL8	YJL063C
Q03201	RSM10	YDR041W
P87263		YER066C-A
P02407	RPS17A	YML024W
P32492	MYO4	YAL029C
P16370	RPB3	YIL021W
Q12291	BMT6	YLR063W
Q99299	AIM44	YPL158C
P40575		YIR020C
P40167	SLZ1	YNL196C
Q12327		YLR124W
Q04526		YML083C
P39551	PRM9	YAR031W
Q12195		YDR015C
Q8TGS7		YMR182W-A
P32582	CYS4	YGR155W
Q06144	ORM2	YLR350W
Q06159		YLR312C
P53928		YNL109W
Q05043	RSF1	YMR030W
Q12157	APC11	YDL008W
P50944	AVT4	YNL101W
P53134		YGL114W
P35497	SOR1	YJR159W
P21190	IME1	YJR094C
P32804	ZRT1	YGL255W
P25637	YIH1	YCR059C
P27515	URK1	YNR012W
P49367	LYS4	YDR234W
P37898	AAP1	YHR047C
Q04401	SDH7	YDR511W
P53926		YNL114C
P32472	FPR2	YDR519W
P0CX42	RPL23B	YER117W
P0CX41	RPL23B	YER117W
Q08822	CIR2	YOR356W
P32344	QRI5	YLR204W
P07236	MST1	YKL194C
P53584	YTP1	YNL237W
P21825	SEC62	YPL094C
P53242		YGR066C
Q03236		YMR187C
P38740		YHL026C
P38234	RFS1	YBR052C
Q05031	DFG5	YMR238W
P29461	PTP2	YOR208W
Q07799	LMO1	YLL007C
Q02983	RRN5	YLR141W
P20133	BET2	YPR176C
P06102	NOT3	YIL038C
Q8TGP8		YDL086C-A
P47062		YJL028W
P38883	RIX1	YHR197W
P36131	SPC34	YKR037C
P07271	PIF1	YML061C
Q07872	ENT4	YLL038C
Q06146		YLR257W
Q04223		YMR130W
P35728	MPE1	YKL059C
P17442	PHO81	YGR233C
Q03788		YDR250C
P39013	END3	YNL084C
P0CY13	HMRA2	YCR096C
P18962	DAP2	YHR028C
Q03305	RMT2	YDR465C
Q08930		YPL191C
P0CX95		YPR204C-A
P0CX96		YPR204C-A
P0CX98		YPR204C-A
P0CX94		YPR204C-A
P0CX97		YPR204C-A
P38838	WSS1	YHR134W
P22204	DBF2	YGR092W
P33418	LOS1	YKL205W
P38637	STS1	YIR011C
P24867	PCL1	YNL289W
A0A023PYF4		YER145C-A
P36064	CMC1	YKL137W
Q03441	RMD1	YDL001W
A0A023PXJ3		YER076W-A
P50105	TAF4	YMR005W
P0C5N3		YGL041W-A
P00635	PHO5	YBR093C
P15454	GUK1	YDR454C
P36111		YKR015C
P32445	RIM1	YCR028C-A
P38829	CIA2	YHR122W
Q12259		YLR108C
P32477	GSH1	YJL101C
P0C5M9		YFR009W-A
P0C5P6		YLR163W-A
Q12488	PSF1	YDR013W
P37296	STV1	YMR054W
Q03648		YMR209C
P22438	MSM1	YGR171C
Q06695		YLR416C
Q05937	STP3	YLR375W
P38953	RAD55	YDR076W
P40102		YER187W
A0A023PZF5		YER046W-A
Q08826	SNX3	YOR357C
P0CX34	RPS30A	YLR287C-A
P0CX33	RPS30A	YLR287C-A
P33775	PMT1	YDL095W
Q08736		YOR277C
Q96VH3		YCL021W-A
Q2V2Q0		YDL007C-A
P34167	TIF3	YPR163C
Q8TGM5		YLR154W-E
Q04199	CAC2	YML102W
P12962	CAF20	YOR276W
P0CZ17	ASP3-1	YLR155C
P0CX77	ASP3-1	YLR155C
P0CX79	ASP3-1	YLR155C
P0CX78	ASP3-1	YLR155C
Q08673	SRL1	YOR247W
P53887		YNL171C
P38790	HTD2	YHR067W
P45818	ROK1	YGL171W
P21538	REB1	YBR049C
P53188	CGR1	YGL029W
P38081		YBR056W
P05745	RPL36A	YMR194W
P14681	KSS1	YGR040W
P43544	SNO3	YFL060C
P40159		YNL208W
P10622	RPP1B	YDL130W
P43615	IRC6	YFR043C
P47043	ZAP1	YJL056C
P38733		YHL037C
P53981		YNL010W
Q07897	CMS1	YLR003C
Q03860	TVP15	YDR100W
P31334	MRPL9	YGR220C
Q05942	RSA3	YLR221C
P53912		YNL134C
P40325	HUA1	YGR268C
Q03370	PEX29	YDR479C
P39014	MET30	YIL046W
P06168	ILV5	YLR355C
P21269	CCA1	YER168C
P18239	PET9	YBL030C
P0CX17		YLR464W
P0CX16		YLR464W
Q06204		YLR446W
P36062	AVT3	YKL146W
Q02201	OSH6	YKR003W
P53742	NOG2	YNR053C
P36100	TFA1	YKL028W
P47108	URB2	YJR041C
P05738	RPL9A	YGL147C
Q99395		YPL229W
P40452	COA1	YIL157C
Q04814		YMR252C
P32318	THI4	YGR144W
P40077	DSE1	YER124C
P53297	PBP1	YGR178C
Q07533	CYK3	YDL117W
Q03920	MTQ2	YDR140W
Q12159	YRA1	YDR381W
P06738	GPH1	YPR160W
A0A023PXN9		YIL171W-A
P40891		YIL171W-A
Q03825	MSS11	YMR164C
P53267	DAM1	YGR113W
P09620	KEX1	YGL203C
Q08218	LDS2	YOL047C
Q12283	MCT1	YOR221C
Q02208	TOF2	YKR010C
Q01939	RPT6	YGL048C
P40474	QDR2	YIL121W
Q04773	SDD2	YMR074C
Q05998	THI7	YLR237W
P87288		YDR327W
P40970	LCB2	YDR062W
P43554	SWP82	YFL049W
P54784	ORC1	YML065W
Q03063	DIG1	YPL049C
P33122	TYE7	YOR344C
A0A023PZH4		YFR052C-A
P40582	GTT1	YIR038C
P39946	PAC1	YOR269W
P06105	SCP160	YJL080C
P07347	ARD1	YHR013C
P39735	SAW1	YAL027W
P42940	CIR1	YGR207C
Q12194	RGL1	YPL066W
Q99325	ATG40	YOR152C
P22470	SAN1	YDR143C
O14464	RTC6	YPL183W-A
P53860	PDR16	YNL231C
P25454	RAD51	YER095W
P39567	IMD1	YAR073W
P39989		YEL028W
Q12135		YDL172C
P53861	ELA1	YNL230C
Q12464	RVB2	YPL235W
P20107	ZRC1	YMR243C
P47135	JSN1	YJR091C
P38278	BMT2	YBR141C
P07276	RAD2	YGR258C
Q03002	FRK1	YPL141C
P52920	NBP35	YGL091C
P38322		YBR226C
P38840	ARO9	YHR137W
P53255	DRN1	YGR093W
P46964	OST2	YOR103C
Q07362	PBP4	YDL053C
Q04930	CRF1	YDR223W
P36047	SDS22	YKL193C
Q12140	BSC1	YDL037C
P40353	ATF1	YOR377W
P33200	PDR3	YBL005W
P32770	NRP1	YDL167C
P38281	APD1	YBR151W
P0CL34		YNL339W-B
P0CL35		YNL339W-B
P0CL36		YNL339W-B
Q3E763		YDR246W-A
P32375	DAL1	YIR027C
P47088	GPI14	YJR013W
P48837	NUP57	YGR119C
P33442	RPS1A	YLR441C
P53847	DSL1	YNL258C
P0C5M1		YDR371C-A
P14306	TFS1	YLR178C
Q04410	GRH1	YDR517W
P40890	VTH2	YJL222W
P40215	NDE1	YMR145C
P40501	AVT7	YIL088C
Q99222	AFI1	YOR129C
Q00684	CDC14	YFR028C
Q04632	COG8	YML071C
P54781	ERG5	YMR015C
P34215		YBR144C
P25379	CHA1	YCL064C
Q3E7Z9		YOL038C-A
P53047	RTA1	YGR213C
P54838	DAK1	YML070W
P38853	KEL1	YHR158C
P38972	ADE6	YGR061C
P53103		YGL182C
P46969	RPE1	YJL121C
P35197	GCS1	YDL226C
Q12216	NFI1	YOR156C
P53284		YGR139W
P87264		YDR467C
P34758	SCD5	YOR329C
P54113	ADE16	YLR028C
P39970	ACA1	YER045C
P0C5N0		YFR010W-A
Q06512	NOC4	YPR144C
O14455	RPL36B	YPL249C-A
P22217	TRX1	YLR043C
P34160	STO1	YMR125W
P23594	PPH21	YDL134C
P40260	MEP1	YGR121C
P0CE85	PAU19	YMR325W
Q06497	ANT1	YPR128C
Q8TGR4		YER088W-B
P0C5Q4		YMR141W-A
Q04600	TMA64	YDR117C
P07273	DST1	YGL043W
Q06665	RAD34	YDR314C
P41808	SMK1	YPR054W
P38771	RRF1	YHR038W
P43621	RET2	YFR051C
P24719	MEK1	YOR351C
Q01855	RPS15	YOL040C
P10081	TIF2	YJL138C
Q04895	DAL4	YIR028W
Q03640	TCB3	YML072C
P19211	ANB1	YJR047C
P14359	SNA3	YJL151C
P42834	MDJ2	YNL328C
Q04089	DOT1	YDR440W
P29478	SEC65	YML105C
A0A023PZL2		YMR119W-A
P32368	SAC1	YKL212W
P28005	POP5	YAL033W
	COA4	YLR218C
P25621	FEN2	YCR028C
Q06639	RSC3	YDR303C
P40560		YIL001W
P53335	PXR1	YGR280C
P43597		YFR016C
P32419	MDH3	YDL078C
Q04751	NAT4	YMR069W
Q07729	GUD1	YDL238C
P53153	LCL3	YGL085W
P04449	RPL24A	YGL031C
P53937	SWS2	YNL081C
Q3E769		YOL159C-A
Q08421	ETT1	YOR051C
P25036	YSP3	YOR003W
P00927	ILV1	YER086W
P38296		YBR178W
P27616	ADE1	YAR015W
P00128	QCR7	YDR529C
P47042	IKS1	YJL057C
P36061		YKL147C
P25649	AHC2	YCR082W
P38277		YBR138C
Q04082	GPI19	YDR437W
Q08465	YNG1	YOR064C
P40892		YJL218W
Q03557	HER2	YMR293C
Q06543	GPN3	YLR243W
P0C0V2		YER188C-A
P53270		YGR117C
P00924	ENO1	YGR254W
Q12187		YDL196W
Q04119	PPN1	YDR452W
P09734	TUB3	YML124C
P13393	SPT15	YER148W
Q08490	SGO1	YOR073W
Q04100		YDR445C
P27801	PEP3	YLR148W
P47132		YJR087W
P50087		YGR235C
Q12498	PRM4	YPL156C
P53129	MON1	YGL124C
P16603	NCP1	YHR042W
Q04304		YMR090W
P07259	URA2	YJL130C
P43607	RRT5	YFR032C
P10662	MRP1	YDR347W
P38175	MRP21	YBL090W
P35732	DEF1	YKL054C
P39993	GEA2	YEL022W
P53733	RSM19	YNR037C
P40362	UTP18	YJL069C
P50088	SPG1	YGR236C
Q03714	USA1	YML029W
Q03212	EAR1	YMR171C
P40438	VTH1	YIL173W
P36168	ESL2	YKR096W
P43682	SFT1	YKL006C-A
A0A023PXE8		YHR028W-A
P36534	MRPL40	YPL173W
P24583	PKC1	YBL105C
Q3E811	RRT15	YLR162W-A
Q03178	PIR1	YKL164C
O13556		YLR462W
Q06089		YPR098C
Q03407	PKH1	YDR490C
Q04409	EMI2	YDR516C
P25270	MRM1	YOR201C
P47052		YJL045W
P07143	CYT1	YOR065W
P40006	IRC22	YEL001C
P53107	YRB30	YGL164C
P87272		YDR509W
P38166	SFT2	YBL102W
P25588	MRC1	YCL061C
Q03177		YMR102C
Q08560		YOR186W
Q12063	NUS1	YDL193W
P19146	ARF2	YDL137W
P53342		YGR293C
P32784	SCT1	YBL011W
Q07535		YDL118W
P38722		YHL049C
P38255	RXT2	YBR095C
P17064	FCY2	YER056C
P34162	SRB2	YHR041C
P52870	SBH1	YER087C-B
P33448	TOM6	YOR045W
P47026	GWT1	YJL091C
P39968	VAC8	YEL013W
Q08144	TLG2	YOL018C
P53749		YNR063W
Q03776	PRP42	YDR235W
Q3E778		YBR196C-B
Q12072	IOC2	YLR095C
P38192	RRT1	YBL048W
Q04947	RTN1	YDR233C
P38792	RRP4	YHR069C
P00958	MES1	YGR264C
Q03246	MRPS17	YMR188C
P0C5P3		YKL145W-A
P38886	RPN10	YHR200W
Q08977	CUB1	YPL260W
Q03525	TMA23	YMR269W
P39743	RVS167	YDR388W
Q08273	HRT1	YOL133W
P38082	NRG2	YBR066C
P53819	YRF1-6	YNL339C
P20448	HCA4	YJL033W
P07244	ADE5,7	YGL234W
Q12058		YPL251W
		YGL109W
P0CX32	RPS24A	YER074W
P0CX31	RPS24A	YER074W
P47158	IBA57	YJR122W
	NSP1	YJL041W
P09547	SWI1	YPL016W
Q06836	SYT1	YPR095C
Q12324	YVC1	YOR087W
P33307	CSE1	YGL238W
P40434		YIL177C
A0A023PZC3		YER133W-A
Q03480		YDR209C
Q04217	ECM16	YMR128W
P36014	GPX1	YKL026C
P54000	SUB1	YMR039C
Q04311	VMS1	YDR049W
P10870	SNF3	YDL194W
Q06815	MRL1	YPR079W
P38357		YBR292C
Q3E750		YGL041C-B
P87191		YER119C-A
Q12099	FAL1	YDR021W
Q05778	PBA1	YLR199C
P22138	RPA135	YPR010C
P0CX80	CUP1-1	YHR053C
P0CX81	CUP1-1	YHR053C
P04817	CAN1	YEL063C
P36092	MMO1	YKL044W
P08431	GAL7	YBR018C
P35201	MIF2	YKL089W
P29509	TRR1	YDR353W
P53746	FRE4	YNR060W
Q99288	DET1	YDR051C
Q8TGM7		YLR154W-A
P53236	RSC1	YGR056W
P40524		YIL054W
P25596	GEX1	YCL073C
P46784	RPS10B	YMR230W
P31115	DEG1	YFL001W
Q12338	RNH203	YLR154C
P40366	DLS1	YJL065C
P28239	PPA2	YMR267W
Q08182	YAP7	YOL028C
P47176	BAT2	YJR148W
P47018	MTC1	YJL123C
P38899		YHR218W
Q04781	RKR1	YMR247C
P00330	ADH1	YOL086C
P32074	SEC21	YNL287W
P0CE90	PAU18	YLL064C
P0CE91	PAU18	YLL064C
P25614		YCR013C
P28625	YIM1	YMR152W
P32610	VMA8	YEL051W
P53932		YNL095C
O13529	ECM12	YHR021W-A
P13902	INO4	YOL108C
P0CX95		YER190C-B
P0CX96		YER190C-B
P0CX98		YER190C-B
P0CX94		YER190C-B
P0CX97		YER190C-B
P53427	PAU4	YLR461W
P25654		YCR090C
P42936		YGR201C
P38305	AIM4	YBR194W
Q05541	NSE3	YDR288W
Q03921	DOP1	YDR141C
Q03071	ELC1	YPL046C
P0C5L2		YBR076C-A
P25038	IFM1	YOL023W
Q3E793	BOL1	YAL044W-A
P38266	AIM3	YBR108W
P50091	PEX21	YGR239C
P15424	MSS116	YDR194C
Q02647	DYN2	YDR424C
Q3E807		YOR011W-A
P11433	CDC24	YAL041W
P0CH09	RPL40A	YIL148W
P0CH08	RPL40A	YIL148W
Q99287	SEY1	YOR165W
P27895	CIN8	YEL061C
P47051	AIM22	YJL046W
Q06148	NEJ1	YLR265C
Q03885		YIR017W-A
P40038	PCL6	YER059W
P38230	ZTA1	YBR046C
Q05827	HOR7	YMR251W-A
P48164	RPS7B	YNL096C
O13564		YLR428C
P16649	TUP1	YCR084C
P40217	TIF34	YMR146C
P53833	POP3	YNL282W
P53685	HST1	YOL068C
P26783	RPS5	YJR123W
Q06541	ARV1	YLR242C
P14908	MTF1	YMR228W
Q05080	HOF1	YMR032W
P36157	MSA2	YKR077W
P49954	NIT3	YLR351C
Q12242	RUP1	YOR138C
P14682	CDC34	YDR054C
P52491	UBC12	YLR306W
P38822	BZZ1	YHR114W
P38329	VHC1	YBR235W
Q3E772		YGR169C-A
P13185	KIN1	YDR122W
P53955	SLM2	YNL047C
Q02710	ECM23	YPL021W
P38694	MSC7	YHR039C
A0A023PXL1		YHL019W-A
Q12450	ERP4	YOR016C
P36421	TYS1	YGR185C
P32383	PLC1	YPL268W
Q04005	ATC1	YDR184C
Q12436	ZRT2	YLR130C
P47155	ILM1	YJR118C
